radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,520,5,6263,111230187,256,100.5694368,13.7247124,682,196,1,1605592643,1753542822,0
NR,520,4,54174,137291344,310,100.571899,13.7234191,223,147,1,1502717057,1747856888,0
LTE,520,5,54174,192069918,485,100.571774,13.7236281,646,123,1,1651285327,1748177395,0
UMTS,520,99,54174,197313671,195,100.5717419,13.723524,788,168,1,1535378262,1739095082,0
LTE,520,4,54174,234471228,364,100.5718858,13.7231839,688,52,1,1659091960,1750253041,0
LTE,520,4,54174,140452826,398,100.5718479,13.7234033,374,39,1,1641368548,1738811318,0
NR,520,4,54174,100939959,65,100.5718823,13.723465,390,59,1,1649305184,1752824616,0
NR,520,4,44772,220287112,497,100.5741129,13.7219775,303,39,1,1655194925,1742892345,0
GSM,520,4,44772,250570198,142,100.5742515,13.721997,1228,93,1,1613719971,1740570306,0
LTE,520,5,44772,49817463,77,100.5739634,13.7217901,432,149,1,1696453772,1753732534,0
LTE,520,4,44772,122621728,437,100.5740604,13.7218829,664,28,1,1582104410,1747053646,0
UMTS,520,99,44772,70409202,48,100.5742584,13.7220596,781,57,1,1597629776,1752412407,0
LTE,520,99,60254,88736679,285,100.576475,13.7210451,427,68,1,1553489892,1736678831,0
LTE,520,18,60254,71578620,147,100.5765523,13.7207696,505,35,1,1521001145,1747836448,0
LTE,520,18,60254,85460044,449,100.5766016,13.7207897,624,134,1,1524181930,1750293910,0
NR,520,5,60254,223666745,196,100.5765356,13.7205642,377,140,1,1542244215,1751116227,0
UMTS,520,18,14230,160030501,204,100.5788531,13.7193529,1209,185,1,1676251004,1740208399,0
LTE,520,18,14230,216827380,221,100.5786063,13.7194503,406,178,1,1530316555,1749894943,0
NR,520,4,14230,127678907,135,100.5788794,13.7198272,216,39,1,1656368882,1741234462,0
LTE,520,5,45767,137839980,46,100.5809636,13.7182042,602,133,1,1557192425,1740023028,0
LTE,520,99,45767,15028173,464,100.5807792,13.7182941,597,47,1,1668775512,1743381009,0
LTE,520,18,45767,230441114,255,100.5812851,13.7185071,360,102,1,1578719610,1736379642,0
NR,520,99,45767,76358064,49,100.5806536,13.7182214,263,123,1,1658290243,1742525921,0
UMTS,520,4,55324,39843821,433,100.5834101,13.7173177,1012,176,1,1663383531,1745357110,0
UMTS,520,4,55324,159520457,502,100.5832735,13.7169497,1080,43,1,1518566551,1740247477,0
NR,520,99,55324,166853101,10,100.5834908,13.7170346,233,198,1,1642297353,1741518193,0
NR,520,99,55324,253165630,198,100.5835504,13.7170367,342,175,1,1529802138,1743589462,0
NR,520,4,55324,250109190,272,100.5834684,13.7172289,264,154,1,1500421384,1738365681,0
UMTS,520,4,55324,52553821,400,100.583457,13.7171889,999,104,1,1681034535,1752542943,0
UMTS,520,99,56016,16050615,481,100.5854019,13.7156104,774,67,1,1624423937,1737707970,0
NR,520,4,56016,70992241,101,100.5855313,13.7159548,340,172,1,1503075533,1747616420,0
LTE,520,4,56016,206102154,370,100.5852393,13.7157122,698,47,1,1611906511,1754019505,0
NR,520,4,56016,47930975,410,100.5855667,13.7158227,403,113,1,1613498359,1751204015,0
LTE,520,99,56016,263223574,277,100.5859387,13.7155858,664,168,1,1598392181,1753278834,0
LTE,520,5,56016,28442174,302,100.5856102,13.7158255,417,81,1,1513937522,1736870640,0
NR,520,4,3217,224051172,315,100.5583673,13.7336844,380,171,1,1652465799,1749360729,0
LTE,520,18,3217,256009635,368,100.5580528,13.733761,414,189,1,1522730480,1736204913,0
UMTS,520,18,3217,194209776,110,100.5582097,13.7334877,1239,78,1,1579310004,1745744286,0
LTE,520,18,3217,66415843,282,100.5584589,13.7336032,365,11,1,1612071804,1738055695,0
NR,520,99,3217,109202623,323,100.5579882,13.7338228,214,41,1,1549255290,1742628236,0
UMTS,520,18,30940,88795141,363,100.5605602,13.7324447,832,44,1,1548541773,1743786048,0
LTE,520,18,30940,46660278,134,100.5600532,13.732511,686,26,1,1505482982,1747894221,0
LTE,520,5,30940,197047296,295,100.5605733,13.7322055,668,103,1,1672807147,1741567766,0
LTE,520,4,30940,256982832,60,100.5603003,13.7325825,558,161,1,1668979072,1743729615,0
LTE,520,18,30940,160939761,307,100.5603449,13.73247,510,193,1,1592291837,1737694437,0
UMTS,520,25,30940,204348593,96,100.5603129,13.7324579,960,111,1,1616699404,1736902584,0
UMTS,520,18,12533,259642299,298,100.5624183,13.730873,674,104,1,1586247669,1737225936,0
LTE,520,4,12533,98393182,38,100.5627547,13.7309809,388,197,1,1631264122,1753801699,0
NR,520,5,12533,180600409,70,100.5626672,13.7313169,227,148,1,1549217018,1739236224,0
NR,520,4,12533,187035575,217,100.5626575,13.7311456,385,66,1,1632128003,1740650623,0
LTE,520,99,12533,119504402,84,100.5627043,13.7312399,592,173,1,1668742238,1754611544,0
NR,520,99,12533,33626370,424,100.5627691,13.7312745,228,150,1,1594844657,1754817344,0
NR,520,5,62231,15511145,161,100.5652214,13.7305024,296,182,1,1508503024,1751687036,0
LTE,520,4,62231,47383607,217,100.5649964,13.729812,406,52,1,1665597078,1740610823,0
LTE,520,4,62231,261571661,491,100.5650957,13.7301568,588,15,1,1649923879,1741076732,0
LTE,520,4,62231,125985877,435,100.5652861,13.7299547,548,38,1,1547118617,1738330012,0
NR,520,5,62231,55925465,160,100.5650034,13.7301446,401,93,1,1547584289,1745766156,0
NR,520,18,55054,168429004,247,100.5675067,13.7285291,362,116,1,1536412644,1751685688,0
UMTS,520,18,55054,86520725,57,100.5673015,13.7284168,694,116,1,1556951866,1750138640,0
NR,520,4,55054,234487524,28,100.5668866,13.7288879,224,24,1,1545666632,1742213401,0
LTE,520,4,23506,218823086,159,100.569521,13.7272913,637,88,1,1530147904,1753380330,0
UMTS,520,5,23506,159824764,295,100.5697181,13.7272782,1231,66,1,1516289325,1746228677,0
LTE,520,18,23506,138226874,96,100.5697481,13.727413,386,48,1,1557572070,1746081402,0
LTE,520,5,23506,227853335,171,100.5696647,13.7271746,658,1,1,1576953742,1739807810,0
NR,520,18,23506,177351924,193,100.5695397,13.7273838,321,23,1,1547004634,1736898826,0
NR,520,25,14737,190116055,73,100.5723205,13.7258571,318,166,1,1588274971,1739674697,0
NR,520,5,14737,101853661,382,100.5718615,13.7256683,352,116,1,1591151892,1753556135,0
UMTS,520,25,14737,34293468,227,100.5720635,13.7261251,1122,178,1,1558866665,1740524143,0
LTE,520,4,14737,162866056,451,100.571904,13.7257205,430,85,1,1669077828,1752235493,0
LTE,520,99,20894,55997956,109,100.5741611,13.7246962,563,137,1,1539872915,1749891714,0
NR,520,18,20894,66655868,240,100.5742479,13.7249185,218,127,1,1665587903,1740476937,0
LTE,520,99,20894,2800616,98,100.5741635,13.7252546,593,121,1,1662246841,1735555013,0
UMTS,520,5,20894,15418188,457,100.5741473,13.7249621,1126,59,1,1526754782,1736499192,0
LTE,520,18,20894,171644537,275,100.574235,13.7250029,368,13,1,1585995507,1744444946,0
GSM,520,5,20894,100741849,204,100.5743953,13.7250458,920,153,1,1527461231,1751340356,0
LTE,520,5,43967,170615250,210,100.5764468,13.7234873,367,168,1,1517422973,1741191400,0
UMTS,520,4,43967,117848044,143,100.5763911,13.723766,1198,165,1,1680394511,1748499360,0
NR,520,5,43967,208181212,181,100.5760104,13.7237242,260,73,1,1513061122,1753736635,0
NR,520,4,44422,206668472,270,100.5790467,13.7223242,346,186,1,1573816639,1746122217,0
LTE,520,99,44422,140610852,262,100.5787336,13.7222557,453,27,1,1580310360,1754413752,0
LTE,520,25,44422,144042033,183,100.5786461,13.7225186,536,147,1,1558992772,1748738934,0
NR,520,25,44422,251032906,240,100.5783158,13.7224997,252,186,1,1574721834,1746882976,0
NR,520,4,6844,240344252,89,100.581358,13.7206146,219,163,1,1534499374,1752300085,0
UMTS,520,4,6844,20106664,266,100.5809974,13.7209866,686,115,1,1677408950,1753136064,0
NR,520,5,6844,49296151,328,100.5811033,13.720954,218,183,1,1539086525,1740082417,0
LTE,520,5,6844,79429123,287,100.5811376,13.7206093,603,52,1,1640956568,1748112478,0
LTE,520,18,41649,82371038,237,100.5831845,13.7197628,420,191,1,1562414734,1751282107,0
NR,520,99,41649,117853523,464,100.5831503,13.7197177,294,171,1,1635815988,1754630055,0
NR,520,5,41649,255791163,382,100.5830938,13.7194034,291,48,1,1651469207,1742557140,0
GSM,520,5,41649,35225922,153,100.5829417,13.7195745,1577,190,1,1524048037,1740824446,0
LTE,520,18,39164,114731213,302,100.5858864,13.7185616,595,85,1,1679116283,1740525870,0
LTE,520,18,39164,238456330,249,100.585516,13.7181913,624,141,1,1521809022,1737817810,0
NR,520,4,39164,106535970,420,100.5853406,13.7181213,290,9,1,1656252881,1750327353,0
NR,520,5,39164,138399005,275,100.5853721,13.7183332,387,79,1,1569022720,1735208302,0
LTE,520,5,39164,79282640,142,100.5856435,13.7187105,697,150,1,1580031291,1746515939,0
NR,520,18,39164,61150580,224,100.5858918,13.7182544,414,138,1,1683502999,1737736843,0
NR,520,4,59672,157654057,158,100.5881016,13.7170864,232,121,1,1667416225,1750196271,0
LTE,520,18,59672,44210096,321,100.5879288,13.7169936,691,85,1,1551496100,1742050900,0
NR,520,4,59672,91593060,417,100.5879492,13.71707,311,142,1,1544430754,1740465357,0
UMTS,520,4,59672,169647006,447,100.587972,13.7171805,633,186,1,1545242017,1736077212,0
LTE,520,99,59672,81379918,355,100.5879215,13.7168822,501,28,1,1672302157,1744224517,0
LTE,520,4,35510,72223167,138,100.5580891,13.7363035,657,186,1,1572370098,1744334561,0
NR,520,18,35510,27475389,66,100.5578707,13.7360525,268,122,1,1612207828,1754723052,0
NR,520,18,35510,11832168,113,100.5581269,13.736379,402,109,1,1601743531,1741647615,0
NR,520,5,35510,45689627,209,100.5578791,13.7361721,295,8,1,1589030289,1735325217,0
NR,520,18,5511,48510093,185,100.5606016,13.7349533,395,189,1,1621847903,1749098272,0
LTE,520,5,5511,166689760,232,100.5599613,13.7349266,421,175,1,1577209572,1744572451,0
LTE,520,18,5511,199909222,316,100.5603927,13.7350697,660,48,1,1684306306,1740504702,0
UMTS,520,4,21666,110529409,426,100.5628732,13.7339496,772,3,1,1543412877,1754805401,0
UMTS,520,4,21666,202018153,403,100.5629407,13.7339522,895,28,1,1646201901,1745058255,0
NR,520,4,21666,260957126,136,100.5625973,13.734189,249,26,1,1687254545,1744687600,0
LTE,520,5,21666,100218553,156,100.5628351,13.73396,482,129,1,1541084496,1743065944,0
LTE,520,99,21666,193642481,434,100.5627769,13.7342398,578,53,1,1637112243,1744976016,0
LTE,520,99,23981,64844661,277,100.5651075,13.7325179,631,164,1,1580279303,1743721126,0
NR,520,4,23981,108126885,486,100.5650076,13.732623,394,73,1,1532991283,1735968451,0
UMTS,520,4,23981,206349053,192,100.5651783,13.7326061,1188,124,1,1511676004,1749459087,0
LTE,520,18,23981,234658285,66,100.5649479,13.7325033,475,73,1,1535602917,1746196060,0
UMTS,520,18,12966,181492383,449,100.5672209,13.7310349,1043,134,1,1608679900,1735023455,0
UMTS,520,4,12966,71202140,295,100.567345,13.7310377,1106,155,1,1558584818,1753690524,0
NR,520,99,12966,253719034,177,100.5673782,13.7312098,344,3,1,1608435398,1743522737,0
LTE,520,4,28867,229047033,449,100.5700862,13.7299722,412,116,1,1693535503,1746913717,0
LTE,520,5,28867,230930559,389,100.5699561,13.7303954,640,162,1,1660966589,1739030132,0
UMTS,520,4,28867,88186024,151,100.5696433,13.730246,896,16,1,1595802051,1740382299,0
UMTS,520,99,28867,125716374,289,100.5699416,13.7300703,755,131,1,1500075192,1743009581,0
NR,520,4,28867,78007328,195,100.5696904,13.7296534,262,2,1,1608008384,1740410032,0
NR,520,4,24077,220408518,101,100.571788,13.7285281,296,27,1,1553439882,1744794679,0
UMTS,520,4,24077,222293692,214,100.5717937,13.728597,1151,74,1,1519393083,1742591660,0
LTE,520,99,24077,105714002,86,100.5720708,13.728551,497,19,1,1613565736,1736928087,0
LTE,520,5,24077,134722761,182,100.5721954,13.7286509,408,136,1,1668767824,1746163647,0
LTE,520,5,10245,198895205,236,100.5740803,13.7273257,680,151,1,1560956560,1746341052,0
NR,520,4,10245,194236864,413,100.5742459,13.7275658,253,40,1,1522688048,1736743896,0
NR,520,18,10245,94564219,456,100.5738079,13.7274449,335,183,1,1664019603,1750115096,0
LTE,520,18,62322,251912147,117,100.5764162,13.7259203,609,125,1,1566523932,1747335923,0
NR,520,99,62322,174892092,6,100.5764874,13.7262559,248,138,1,1527953541,1736961448,0
NR,520,99,62322,53930991,317,100.5764152,13.7260794,363,135,1,1613865779,1751145230,0
UMTS,520,18,62322,97460215,45,100.5765641,13.7259053,1155,158,1,1646468123,1754736245,0
GSM,520,18,62322,249067633,12,100.5766093,13.7260055,872,29,1,1592832936,1750837680,0
LTE,520,18,47016,238236398,238,100.5788112,13.7249189,533,1,1,1551719730,1745085665,0
UMTS,520,4,47016,173857629,271,100.5786639,13.7247876,1075,175,1,1529054996,1752164278,0
UMTS,520,0,47016,254053050,474,100.5788453,13.7247391,1184,134,1,1560083117,1739029545,0
LTE,520,99,47016,184697078,46,100.5788235,13.7248941,575,110,1,1607171699,1740169323,0
NR,520,4,47016,200762324,17,100.5789503,13.7247694,371,186,1,1511785751,1742675123,0
LTE,520,99,47016,247539496,352,100.5789146,13.7249404,590,108,1,1638686111,1742530087,0
NR,520,18,40107,136534739,254,100.5812449,13.7232892,360,169,1,1589470854,1738365180,0
LTE,520,0,40107,232097644,317,100.5814402,13.7234944,356,78,1,1578734031,1741213180,0
LTE,520,99,40107,188975386,178,100.5813182,13.7234447,481,137,1,1527080260,1738487681,0
LTE,520,18,40107,35471786,2,100.5811909,13.7234552,369,8,1,1698771072,1738214154,0
NR,520,18,40107,149417724,102,100.5808978,13.7232601,262,118,1,1653816940,1750534170,0
LTE,520,5,14036,268247079,152,100.5831152,13.722098,402,153,1,1620634735,1751236536,0
LTE,520,18,14036,206903144,170,100.5834745,13.7224621,445,106,1,1588632121,1738982519,0
GSM,520,4,14036,159816752,204,100.5832305,13.7220042,855,118,1,1673249502,1752943901,0
UMTS,520,0,7136,110617411,14,100.5856022,13.7208519,1164,149,1,1557790135,1738944753,0
UMTS,520,4,7136,132383883,108,100.5856541,13.720421,716,59,1,1688422055,1750190875,0
UMTS,520,4,7136,34433491,265,100.5859573,13.721015,688,197,1,1573490056,1752223424,0
UMTS,520,5,19690,140801081,81,100.5880378,13.719554,886,101,1,1505260404,1741127412,0
NR,520,4,19690,182966412,267,100.5880318,13.7197825,278,25,1,1521762402,1735507862,0
LTE,520,18,19690,261134688,125,100.588124,13.719747,625,110,1,1555785012,1738325139,0
LTE,520,4,19690,89136154,69,100.5879588,13.7195024,497,65,1,1524076431,1740161053,0
UMTS,520,18,19690,41558342,418,100.5881143,13.7196954,767,83,1,1665759073,1749606977,0
LTE,520,4,19690,254577267,143,100.5879214,13.7194736,377,46,1,1533760830,1747275754,0
UMTS,520,5,61402,76241701,332,100.5904249,13.7181232,1232,70,1,1637644877,1745387861,0
NR,520,4,61402,187042173,257,100.5903744,13.7181765,418,186,1,1515864289,1747101247,0
LTE,520,4,61402,98902609,98,100.5902134,13.7182056,381,115,1,1629477736,1743347433,0
LTE,520,4,41410,16934441,203,100.5604123,13.7374489,653,82,1,1676338124,1742815801,0
LTE,520,5,41410,17254181,85,100.5600876,13.7376907,418,144,1,1592520676,1739305744,0
NR,520,5,41410,259729472,258,100.560121,13.7374332,327,37,1,1531293185,1748497964,0
NR,520,99,41410,150915347,493,100.5602974,13.7377125,326,126,1,1556416052,1738378394,0
NR,520,99,41410,37121165,254,100.5602411,13.7377228,415,132,1,1664758053,1746566422,0
NR,520,99,41410,14318392,89,100.5603051,13.7375378,356,74,1,1666299193,1747509216,0
LTE,520,5,1775,40876890,73,100.5630732,13.7362846,699,54,1,1562234247,1742227572,0
LTE,520,99,1775,197999215,65,100.5629514,13.7364208,465,50,1,1526660485,1750753057,0
NR,520,4,1775,69083050,102,100.562911,13.7363311,216,115,1,1592044894,1754196038,0
LTE,520,18,1775,97721168,172,100.562792,13.7366947,504,195,1,1625364347,1742917250,0
LTE,520,18,1775,122708872,255,100.5628452,13.7362453,529,120,1,1564442320,1743230568,0
NR,520,99,1775,199118559,472,100.5628971,13.7364317,231,136,1,1661108017,1749949418,0
UMTS,520,5,46726,106496886,149,100.5649064,13.7349773,946,24,1,1699954606,1750352177,0
LTE,520,18,46726,77450175,58,100.5648845,13.7351311,451,44,1,1568867516,1750047091,0
LTE,520,99,46726,76712046,360,100.5650514,13.7348457,372,22,1,1628797610,1754019934,0
LTE,520,0,46726,256619441,333,100.5652092,13.7349516,381,24,1,1514187557,1753103802,0
LTE,520,4,41699,34167286,161,100.5673858,13.7337116,467,62,1,1601131084,1744719386,0
NR,520,4,41699,248744048,465,100.5668462,13.7339624,211,112,1,1511497306,1750181829,0
UMTS,520,18,41699,26613153,23,100.5675374,13.733725,857,18,1,1654388730,1741629264,0
LTE,520,5,41699,186945515,240,100.5671517,13.7339867,478,120,1,1639539764,1752268203,0
LTE,520,18,52299,191252572,146,100.569629,13.7327708,551,172,1,1690601046,1743445572,0
NR,520,99,52299,182012349,7,100.5694955,13.7324846,338,76,1,1552728966,1739022774,0
LTE,520,5,52299,67681521,360,100.5694644,13.7327119,409,190,1,1605704328,1739751709,0
NR,520,18,52299,142563305,351,100.5693478,13.7326101,400,2,1,1688173860,1740350491,0
UMTS,520,5,6344,93042255,425,100.57194,13.7310504,1059,50,1,1599040302,1748890581,0
UMTS,520,5,6344,209933838,18,100.5723713,13.7313452,753,71,1,1615052763,1746589511,0
LTE,520,4,6344,113793383,252,100.5724672,13.7312836,513,152,1,1646406127,1752554740,0
NR,520,18,6344,77102184,147,100.5722451,13.7310585,284,141,1,1572247260,1737959823,0
LTE,520,4,6344,48054067,287,100.5720052,13.7314249,439,66,1,1524535270,1738123100,0
LTE,520,4,6344,178813893,216,100.5721514,13.7310526,585,91,1,1593994648,1749022500,0
LTE,520,18,3588,83400885,291,100.5737776,13.7299517,427,50,1,1553151081,1741885000,0
NR,520,99,3588,103493275,327,100.5741025,13.730017,383,192,1,1548577460,1743789925,0
NR,520,18,3588,179193177,121,100.5740771,13.7296061,287,42,1,1555659089,1745890733,0
UMTS,520,4,3588,229269019,475,100.5739466,13.729764,659,9,1,1628423555,1754096451,0
NR,520,4,3588,7323938,347,100.5740697,13.7293857,264,131,1,1686599284,1736498290,0
LTE,520,4,11920,164415060,220,100.5767029,13.7284287,638,197,1,1599525997,1744365467,0
NR,520,99,11920,144823231,447,100.5766958,13.7283874,216,92,1,1674581318,1747097587,0
LTE,520,18,11920,50888909,47,100.5765635,13.7282915,580,99,1,1640761439,1753764779,0
LTE,520,4,43703,159121484,90,100.5787372,13.7273129,375,134,1,1605033253,1738940210,0
LTE,520,99,43703,151590278,293,100.5786366,13.7275852,632,132,1,1624817108,1754787252,0
LTE,520,18,43703,137781689,441,100.578506,13.7271752,660,95,1,1664250000,1736090705,0
LTE,520,99,43703,144078238,12,100.5787542,13.7273941,353,103,1,1615393556,1743501842,0
NR,520,4,52784,150683792,451,100.5807981,13.7258914,284,111,1,1553847820,1741865339,0
LTE,520,4,52784,170901057,180,100.5809849,13.7258693,407,140,1,1566974011,1737381445,0
GSM,520,4,52784,187752779,308,100.5808064,13.725672,852,21,1,1654007541,1752680475,0
LTE,520,5,15339,129946085,252,100.5836386,13.7248292,459,11,1,1563650665,1747741281,0
NR,520,0,15339,54964643,6,100.5833535,13.7247458,226,71,1,1686030390,1746896417,0
GSM,520,4,15339,242859193,136,100.5833645,13.7248184,1611,6,1,1649674436,1749613956,0
LTE,520,4,31643,52113355,71,100.5856892,13.7234682,535,18,1,1664404644,1739261985,0
NR,520,18,31643,160620470,50,100.5858148,13.7235668,288,155,1,1615254785,1739708575,0
LTE,520,4,31643,244769749,159,100.5857229,13.7229992,470,31,1,1584961472,1739980048,0
LTE,520,99,31643,219300157,286,100.5854834,13.7231897,585,167,1,1530503042,1736528399,0
LTE,520,18,31643,142753822,227,100.5858915,13.7231095,539,47,1,1538163537,1746711831,0
UMTS,520,4,21618,11656937,245,100.5882134,13.7219668,1086,194,1,1530575510,1738185044,0
NR,520,18,21618,39751266,327,100.5882588,13.7218421,391,48,1,1663202895,1742234052,0
LTE,520,4,21618,250105238,280,100.588076,13.7221176,642,164,1,1622084557,1739487786,0
LTE,520,99,26532,262245106,429,100.5903943,13.7207488,464,27,1,1690623601,1737753172,0
NR,520,18,26532,216214474,300,100.5903345,13.72089,303,106,1,1528187609,1736922306,0
UMTS,520,5,26532,126124450,258,100.5901279,13.7205555,1022,110,1,1578512354,1738979448,0
LTE,520,4,26532,122606076,129,100.5904868,13.720878,554,143,1,1599960073,1741667109,0
LTE,520,4,26532,241987679,485,100.5902656,13.7206535,509,58,1,1562756960,1748757356,0
LTE,520,5,26532,51348299,457,100.5903306,13.7209874,676,2,1,1614357837,1754536241,0
LTE,520,18,62669,63188463,175,100.5626817,13.7389074,366,90,1,1621926267,1748997510,0
LTE,520,99,62669,73355050,69,100.5628836,13.7388715,455,141,1,1620191100,1747578731,0
LTE,520,5,62669,71755702,486,100.5625425,13.739246,373,85,1,1512951628,1735338630,0
LTE,520,4,62669,12848821,325,100.5627092,13.7390868,606,11,1,1583401089,1752436616,0
LTE,520,4,62669,134419254,258,100.5625658,13.7389664,397,6,1,1675985977,1749485340,0
LTE,520,18,62669,260027468,402,100.562788,13.7390983,393,175,1,1559164390,1741083947,0
UMTS,520,4,9119,80020556,487,100.5649782,13.7377048,1117,100,1,1599618608,1735921837,0
NR,520,99,9119,154102107,222,100.5649851,13.7375799,294,84,1,1607543749,1739031076,0
NR,520,99,9119,167694452,246,100.5648637,13.7380399,266,133,1,1609101229,1737944045,0
LTE,520,4,9119,74414277,347,100.5652348,13.7378209,564,19,1,1576562313,1741555207,0
LTE,520,99,9119,124527841,332,100.5649505,13.7378164,413,114,1,1679952119,1752085283,0
LTE,520,18,9119,122907892,297,100.5651572,13.7376172,448,99,1,1509029358,1741512148,0
UMTS,520,5,9295,81581870,257,100.5668907,13.7364539,837,162,1,1501200714,1746380095,0
LTE,520,4,9295,243026956,120,100.5669764,13.7365773,428,42,1,1634514398,1736964317,0
LTE,520,18,9295,67506414,182,100.5672958,13.7365254,544,45,1,1500551846,1738520554,0
LTE,520,99,9295,52967702,221,100.5670399,13.7363451,374,19,1,1504134302,1753291269,0
LTE,520,5,9295,226149425,66,100.5671667,13.7365067,519,39,1,1536628128,1745967783,0
LTE,520,18,52006,24188675,71,100.5699783,13.7349406,540,51,1,1638690774,1746513792,0
LTE,520,18,52006,196774374,169,100.5699375,13.7350514,680,73,1,1635779279,1735267845,0
UMTS,520,4,52006,251527715,144,100.5698877,13.7353729,1170,190,1,1668234201,1736045773,0
LTE,520,5,35584,104614589,214,100.5718787,13.7341053,350,165,1,1613929690,1749646313,0
LTE,520,99,35584,190766213,33,100.5718971,13.7337708,476,164,1,1581706520,1742154265,0
LTE,520,99,35584,1044703,188,100.5719641,13.733745,423,98,1,1545138405,1754382044,0
LTE,520,18,35584,217838968,65,100.5718237,13.7338226,423,2,1,1556644093,1742438754,0
UMTS,520,18,35584,16757826,218,100.5714263,13.7338068,804,99,1,1699687075,1745624619,0
LTE,520,4,35584,152542434,370,100.5720231,13.733689,407,131,1,1699215902,1751430726,0
LTE,520,18,54515,73189130,295,100.5745583,13.732427,436,179,1,1549471757,1751187839,0
LTE,520,18,54515,32326824,188,100.5742688,13.73233,595,85,1,1505287270,1747010266,0
LTE,520,18,54515,187131697,49,100.5743312,13.7321406,642,105,1,1662020886,1738268144,0
LTE,520,4,30645,145164580,324,100.5762474,13.731398,650,133,1,1641318075,1753688716,0
LTE,520,5,30645,90283083,193,100.5766835,13.7313297,396,101,1,1674609066,1752365843,0
LTE,520,18,30645,195605012,460,100.5765323,13.7308814,430,158,1,1517443764,1746816801,0
NR,520,18,30645,137871992,334,100.5766973,13.7311939,233,163,1,1551601526,1740667460,0
LTE,520,5,30645,42681533,120,100.5766421,13.731353,607,196,1,1698559552,1745219928,0
UMTS,520,99,38064,85579570,278,100.5786135,13.7296472,684,113,1,1522571777,1743620360,0
NR,520,4,38064,142129747,42,100.5787979,13.7299686,224,16,1,1656221796,1735492606,0
GSM,520,99,38064,785932,39,100.5791584,13.7297324,937,1,1,1679684392,1741373678,0
LTE,520,99,11886,23571108,127,100.5812445,13.7285863,648,166,1,1663834840,1742189383,0
LTE,520,4,11886,86874399,106,100.5812775,13.7285727,500,16,1,1655438015,1742091837,0
UMTS,520,4,11886,107141375,325,100.581234,13.728441,1148,38,1,1664926974,1747332027,0
LTE,520,4,11886,226967338,470,100.5809671,13.7286228,624,24,1,1504367011,1735946362,0
NR,520,5,12564,206844965,22,100.5835111,13.7273878,379,28,1,1557257305,1748207144,0
LTE,520,4,12564,207544891,135,100.5834351,13.7275364,536,112,1,1502875990,1746942302,0
LTE,520,4,12564,235383448,135,100.5835551,13.7272937,674,125,1,1688590897,1740337244,0
LTE,520,4,12564,12559290,224,100.5834751,13.7273994,361,16,1,1559455499,1737513268,0
NR,520,4,12564,2740458,135,100.5833677,13.7273257,355,79,1,1690389615,1739551004,0
LTE,520,4,25992,150342519,198,100.5858307,13.7261091,419,129,1,1690399620,1743454597,0
UMTS,520,18,25992,264886523,294,100.5855934,13.7262747,989,46,1,1544476086,1749956233,0
LTE,520,18,25992,172125389,350,100.5857327,13.7261506,592,175,1,1670936520,1754164663,0
LTE,520,4,20085,174044097,92,100.5880174,13.7244866,442,67,1,1558805242,1739783333,0
LTE,520,99,20085,230308448,166,100.5880059,13.7243527,367,190,1,1557054062,1736389192,0
LTE,520,4,20085,237587236,306,100.5881438,13.7247984,415,42,1,1607813753,1741437538,0
LTE,520,4,25147,227236865,160,100.5904613,13.7235827,688,169,1,1628182862,1741565814,0
NR,520,4,25147,68530503,2,100.5904564,13.7233552,224,24,1,1591732740,1739704006,0
GSM,520,5,25147,10297200,220,100.5901264,13.7235534,1584,84,1,1645908569,1749256576,0
LTE,520,4,25147,141923224,177,100.5903804,13.7237353,378,11,1,1684990475,1744790378,0
LTE,520,18,11587,144963791,7,100.5625867,13.7412349,407,195,1,1506631103,1740258071,0
NR,520,4,11587,116500171,158,100.5625588,13.7416781,355,179,1,1672003454,1737733235,0
LTE,520,18,11587,237247847,372,100.5626252,13.7413869,643,46,1,1621687424,1749265837,0
LTE,520,4,11587,257862185,229,100.5628997,13.7413349,565,153,1,1686140919,1752430558,0
LTE,520,4,21212,253979575,220,100.5652437,13.7404475,641,76,1,1667244068,1745659381,0
NR,520,18,21212,14719028,189,100.5647801,13.7402718,313,133,1,1668722628,1736975821,0
LTE,520,4,21212,249438302,22,100.5648552,13.7401915,616,193,1,1608372937,1742361352,0
UMTS,520,18,21212,26130492,292,100.5646653,13.7403474,1226,197,1,1579671606,1739643606,0
LTE,520,5,20949,171855845,294,100.5674845,13.738521,548,165,1,1558694504,1753288165,0
NR,520,99,20949,191265072,319,100.5674291,13.7387783,279,34,1,1674590670,1735971947,0
NR,520,4,20949,105163212,55,100.5673882,13.7386831,286,172,1,1554555487,1744636084,0
NR,520,18,20949,42154884,443,100.5675328,13.7389817,276,170,1,1636784984,1737160036,0
UMTS,520,99,27480,97206474,50,100.5695243,13.7372736,1248,184,1,1534271107,1739827005,0
NR,520,4,27480,37832798,375,100.5693925,13.7374267,389,193,1,1558686173,1743298197,0
NR,520,4,27480,31123696,495,100.5691778,13.737803,302,155,1,1500764512,1751755650,0
NR,520,99,27480,91185704,139,100.5693791,13.737574,284,75,1,1625684631,1740959457,0
NR,520,99,27480,156472809,354,100.5694026,13.7371458,354,148,1,1626008822,1740537969,0
