radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,520,4,1010,10022657,0,100.596,13.712,1809,1,1,0,0,0
UMTS,520,99,14782,9122129,0,100.586,13.712,1000,1,1,0,0,0
UMTS,520,0,18,7326568,0,100.599,13.712,1000,1,1,0,0,0
UMTS,520,15,16021,41890382,0,100.589,13.712,8896,1,1,0,0,0
UMTS,520,4,1605,137730357,0,100.586,13.712,7833,1,1,0,0,0
LTE,520,4,4032,25610626,0,100.584,13.712,1000,1,1,0,0,0
UMTS,520,5,1605,23963839,0,100.596,13.712,1000,1,1,0,0,0
LTE,520,5,1010,11302430,0,100.596,13.712,1000,1,1,0,0,0
LTE,520,5,1010,3853086,0,100.596,13.712,1000,1,1,0,0,0
UMTS,520,5,3101,23680878,0,100.596,13.712,1000,1,1,0,0,0
UMTS,520,4,1605,3853058,0,100.595,13.712,1000,1,1,0,0,0
UMTS,520,4,18,7330337,0,100.594,13.712,1000,1,1,0,0,0
UMTS,520,4,1605,137730367,0,100.587,13.712,1000,1,1,0,0,0
UMTS,520,3,13015,42618428,0,100.588,13.712,1000,1,1,0,0,0
LTE,520,4,1010,2030338,0,100.584,13.712,2023,1,1,0,0,0
LTE,520,3,847,156930672,0,100.587,13.712,1000,1,1,0,0,0
UMTS,520,3,375,11052803,0,100.59,13.712,1000,1,1,0,0,0
LTE,520,4,1010,3853088,0,100.595,13.712,1000,1,1,0,0,0
GSM,520,1,50040,575,0,100.586,13.712,1000,1,1,0,0,0
LTE,520,4,1010,10002178,0,100.587,13.712,1000,1,1,0,0,0
LTE,520,3,846,164361960,0,100.596,13.712,1000,1,1,0,0,0
LTE,520,3,843,164361605,0,100.596,13.712,1000,1,1,0,0,0
UMTS,520,0,18,7313917,0,100.596,13.712,1000,1,1,0,0,0
UMTS,520,3,6025,41559907,0,100.595,13.712,1000,1,1,0,0,0
LTE,520,3,847,164361102,0,100.592,13.712,1000,1,1,0,0,0
UMTS,520,15,13011,42618418,0,100.588,13.712,1000,1,1,0,0,0
UMTS,520,5,3101,23659051,0,100.596,13.712,1000,1,1,0,0,0
LTE,520,4,4010,18911097,0,100.592,13.712,1000,1,1,0,0,0
LTE,520,47,51006,79638817,0,100.596,13.712,1000,1,1,0,0,0
LTE,520,18,3101,64300802,0,100.585,13.712,6148,1,1,0,0,0
UMTS,520,3,847,164361081,0,100.592,13.712,1000,1,1,0,0,0
LTE,520,18,5020,10035,0,100.587,13.712,1000,1,1,0,0,0
GSM,520,18,14239,1934,0,100.598,13.712,1000,1,1,0,0,0
LTE,520,3,847,157056871,0,100.585,13.712,1000,1,1,0,0,0
LTE,520,3,843,164356986,0,100.594,13.712,1736,1,1,0,0,0
UMTS,520,4,12,7504440,0,100.599,13.712,1000,1,1,0,0,0
UMTS,520,15,13011,41898115,0,100.595,13.712,1000,1,1,0,0,0
LTE,520,3,847,156930663,0,100.585,13.712,7487,1,1,0,0,0
UMTS,520,3,847,164361071,0,100.593,13.712,1000,1,1,0,0,0
LTE,520,4,20010,2030398,0,100.584,13.712,1000,1,1,0,0,0
UMTS,520,15,13011,42622943,0,100.595,13.712,1000,1,1,0,0,0
LTE,520,5,51032,3105540,0,100.595,13.712,1000,1,1,0,0,0
LTE,520,47,51006,79638815,0,100.595,13.712,1000,1,1,0,0,0
LTE,520,3,843,164361584,0,100.597,13.712,1000,1,1,0,0,0
UMTS,520,3,13015,42617713,0,100.584,13.712,1000,1,1,0,0,0
UMTS,520,3,13015,42618714,0,100.585,13.712,1000,1,1,0,0,0
GSM,520,99,12601,3623,0,100.588,13.712,1000,1,1,0,0,0
UMTS,520,5,3103,23659051,0,100.594,13.712,1000,1,1,0,0,0
GSM,520,99,16061,4144,0,100.595,13.712,1000,1,1,0,0,0
UMTS,520,5,3103,23659050,0,100.596,13.712,1000,1,1,0,0,0
UMTS,520,3,13015,42614563,0,100.596,13.712,1000,1,1,0,0,0
LTE,520,18,3101,64568322,0,100.591,13.712,1053,1,1,0,0,0
LTE,520,47,33101,78225431,0,100.595,13.712,1000,1,1,0,0,0
UMTS,520,3,13015,42619437,0,100.584,13.712,1000,1,1,0,0,0
UMTS,520,99,3101,62469635,0,100.586,13.712,1000,1,1,0,0,0
LTE,520,5,54006,76917535,0,100.584,13.712,1000,1,1,0,0,0
LTE,520,3,846,164361850,0,100.595,13.712,4736,1,1,0,0,0
UMTS,520,3,13015,42619748,0,100.595,13.712,1000,1,1,0,0,0
LTE,520,3,846,164366212,0,100.599,13.712,1000,1,1,0,0,0
GSM,520,99,1622,34510,0,100.588,13.712,1000,1,1,0,0,0
LTE,520,3,843,164361704,0,100.599,13.712,1000,1,1,0,0,0
LTE,520,4,20010,2030397,0,100.587,13.712,1000,1,1,0,0,0
UMTS,520,0,18,7332648,0,100.595,13.712,1000,1,1,0,0,0
UMTS,520,5,3101,23659050,0,100.599,13.712,1000,1,1,0,0,0
UMTS,520,15,13011,42622144,0,100.59,13.712,1000,1,1,0,0,0
LTE,520,5,1032,11302552,0,100.595,13.713,1000,1,1,0,0,0
LTE,520,3,846,164361959,0,100.595,13.713,1000,1,1,0,0,0
LTE,520,5,1010,11302432,0,100.595,13.713,1000,1,1,0,0,0
UMTS,520,5,3101,23685106,0,100.593,13.713,1057,1,1,0,0,0
UMTS,520,15,20021,42119063,0,100.584,13.713,6546,1,1,0,0,0
UMTS,520,3,4015,42155734,0,100.584,13.713,4986,1,1,0,0,0
UMTS,520,5,3103,23678532,0,100.588,13.713,4278,1,1,0,0,0
UMTS,520,18,14612,7342082,0,100.583,13.713,1000,1,1,0,0,0
LTE,520,4,3004,860418,0,100.593,13.713,1669,1,1,0,0,0
UMTS,520,5,3101,23666718,0,100.59,13.713,1000,1,1,0,0,0
LTE,520,5,1010,2030338,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,4,1010,11471646,0,100.598,13.713,3271,1,1,0,0,0
UMTS,520,15,16021,41893709,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42619005,0,100.597,13.713,1000,1,1,0,0,0
LTE,520,4,4010,4157697,0,100.589,13.713,2257,1,1,0,0,0
UMTS,520,5,3101,23685107,0,100.595,13.713,1000,1,1,0,0,0
LTE,520,18,3101,64462082,0,100.599,13.713,3837,1,1,0,0,0
LTE,520,18,3101,64518145,0,100.586,13.713,2431,1,1,0,0,0
LTE,520,3,843,164356976,0,100.593,13.713,1000,1,1,0,0,0
LTE,520,5,121,8089858,0,100.598,13.713,3110,1,1,0,0,0
UMTS,520,15,13011,42620659,0,100.6,13.713,2795,1,1,0,0,0
UMTS,520,4,1605,137728479,0,100.59,13.713,4400,1,1,0,0,0
UMTS,520,5,3101,23659054,0,100.596,13.713,1000,1,1,0,0,0
UMTS,520,5,3103,23682929,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42613431,0,100.589,13.713,1237,1,1,0,0,0
UMTS,520,3,13015,42617733,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,4,4032,40094852,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,15,16021,42224012,0,100.588,13.713,1000,1,1,0,0,0
LTE,520,47,54006,17746114,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,15,16021,42224011,0,100.589,13.713,1000,1,1,0,0,0
LTE,520,5,121,11694339,0,100.588,13.713,1000,1,1,0,0,0
LTE,520,4,1010,3853056,0,100.595,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42617733,0,100.584,13.713,1000,1,1,0,0,0
GSM,520,99,16061,4015,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,5,121,11353857,0,100.595,13.713,7481,1,1,0,0,0
UMTS,520,3,7025,42025047,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42623373,0,100.598,13.713,1000,1,1,0,0,0
LTE,520,4,20010,343357,0,100.593,13.713,1202,1,1,0,0,0
UMTS,520,3,13015,42614571,0,100.598,13.713,1000,1,1,0,0,0
UMTS,520,15,16021,41893708,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42621553,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,4,1604,137726697,0,100.584,13.713,1000,1,1,0,0,0
UMTS,520,99,864,164366949,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42614730,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,4,20010,25610557,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42619651,0,100.583,13.713,1000,1,1,0,0,0
LTE,520,47,54006,76917537,0,100.584,13.713,1000,1,1,0,0,0
UMTS,520,1,1010,2030368,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,3,847,156930792,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42617737,0,100.586,13.713,1000,1,1,0,0,0
LTE,520,47,54006,17746117,0,100.586,13.713,1000,1,1,0,0,0
LTE,520,3,847,156930746,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,42224010,0,100.588,13.713,1000,1,1,0,0,0
LTE,520,5,4010,18911099,0,100.589,13.713,1000,1,1,0,0,0
LTE,520,3,846,164361849,0,100.595,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42614162,0,100.597,13.713,1000,1,1,0,0,0
LTE,520,3,864,164366969,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,18,14782,9111553,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42622550,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41893706,0,100.589,13.713,1000,1,1,0,0,0
GSM,520,1,50040,577,0,100.599,13.713,1000,1,1,0,0,0
LTE,520,15,1248,164367069,0,100.59,13.713,1000,1,1,0,0,0
LTE,520,4,4010,2030367,0,100.587,13.713,1000,1,1,0,0,0
LTE,520,15,1248,164367070,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,42618428,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7310248,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41893705,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42614720,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42622935,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,4,1605,137724321,0,100.597,13.713,1000,1,1,0,0,0
UMTS,520,99,3051,64277506,0,100.586,13.713,1000,1,1,0,0,0
LTE,520,4,1032,40279171,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,1,1010,1564447,0,100.597,13.713,1000,1,1,0,0,0
LTE,520,4,1010,2030337,0,100.587,13.713,1000,1,1,0,0,0
LTE,520,3,847,156930706,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7315568,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,5,18,7332671,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42154415,0,100.586,13.713,1000,1,1,0,0,0
LTE,520,5,4010,2030367,0,100.587,13.713,1000,1,1,0,0,0
LTE,520,3,847,156930732,0,100.587,13.713,1000,1,1,0,0,0
LTE,520,4,1032,18680452,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42614582,0,100.594,13.713,2313,1,1,0,0,0
LTE,520,5,51032,1097987,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,3,846,164361861,0,100.595,13.713,1000,1,1,0,0,0
LTE,520,3,846,164361830,0,100.597,13.713,3438,1,1,0,0,0
LTE,520,15,1231,156930766,0,100.587,13.713,1000,1,1,0,0,0
GSM,520,99,1605,37452,0,100.588,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42619444,0,100.583,13.713,1000,1,1,0,0,0
LTE,520,3,847,156930708,0,100.585,13.713,1000,1,1,0,0,0
LTE,520,15,1231,156930767,0,100.586,13.713,1000,1,1,0,0,0
LTE,520,15,1227,164357087,0,100.591,13.713,1000,1,1,0,0,0
UMTS,520,18,14782,9128921,0,100.592,13.713,1000,1,1,0,0,0
LTE,520,4,20010,10002236,0,100.591,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42613355,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,5,3051,23343179,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,6025,41566286,0,100.585,13.713,1000,1,1,0,0,0
GSM,520,99,12601,3609,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,5,3051,23343176,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,4,1004,10191617,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7332419,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,15,1102,6886434,0,100.588,13.713,1000,1,1,0,0,0
GSM,520,99,12601,3613,0,100.588,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7324727,0,100.588,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7313727,0,100.588,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7318559,0,100.588,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7324717,0,100.588,13.713,1000,1,1,0,0,0
GSM,520,99,16061,4122,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7329529,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7313707,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42018657,0,100.599,13.713,1000,1,1,0,0,0
UMTS,520,3,6025,41566296,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,55090,42603877,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42025058,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42025060,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42025050,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41902632,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41902626,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42617728,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42617712,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7318637,0,100.585,13.713,1000,1,1,0,0,0
GSM,520,1,50040,749,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41908636,0,100.585,13.713,1000,1,1,0,0,0
LTE,520,5,121,1784578,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,18,14782,23670856,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42617722,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7332227,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,0,18,137726212,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42619648,0,100.586,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42025038,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,18,48697,9123154,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41908736,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,18,5177,7340187,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,18,14612,7342081,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7332419,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,4,1023,5944381,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7332418,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,15,1102,6886431,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,15,1102,6886435,0,100.587,13.713,1000,1,1,0,0,0
LTE,520,4,4010,2030337,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,15,1102,6886433,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42031229,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,5,14782,9110507,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7329529,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7307559,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,4,1605,7313727,0,100.589,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42021919,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42031219,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42031234,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,18,14782,9110510,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41908527,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42614173,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7332417,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,42620653,0,100.59,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41908537,0,100.592,13.713,1000,1,1,0,0,0
UMTS,520,18,14612,7341034,0,100.592,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7332649,0,100.592,13.713,1000,1,1,0,0,0
GSM,520,18,14239,330,0,100.592,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7332417,0,100.592,13.713,1000,1,1,0,0,0
UMTS,520,1,55010,4329428,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,3,6025,41559917,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41908536,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42613342,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,18,14239,2986177,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,18,14717,7871204,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,5,3101,23665073,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,5,3103,7871204,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,5,3103,23665073,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,5,3103,23665070,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,5,121,3108098,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,5,122,3108098,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,6025,41578708,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42018649,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42037458,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41882910,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41908535,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42613383,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42613373,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42613363,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,18,14612,7346910,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7324917,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,18,3101,64462338,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,0,14239,22,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7310477,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,4,1012,7307858,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,18,14717,23659050,0,100.596,13.713,1000,1,1,0,0,0
LTE,520,5,121,3105539,0,100.596,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41888397,0,100.596,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41888407,0,100.596,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42037467,0,100.598,13.713,1000,1,1,0,0,0
UMTS,520,18,14612,7346912,0,100.598,13.713,1000,1,1,0,0,0
UMTS,520,18,14612,7347828,0,100.598,13.713,1000,1,1,0,0,0
UMTS,520,15,18,7326568,0,100.598,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42027543,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42034658,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42027553,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42037477,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42037457,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41882914,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41910046,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41910056,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,16025,41910070,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42603614,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,18,14602,7871197,0,100.6,13.713,1000,1,1,0,0,0
GSM,520,1,50040,710,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7318978,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,0,1012,7332670,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,0,1012,7326568,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,4,1620,137732208,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42619651,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,3,847,156930667,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,5,4010,25610619,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,3,843,164357037,0,100.59,13.713,1000,1,1,0,0,0
LTE,520,3,846,164361836,0,100.594,13.713,1000,1,1,0,0,0
GSM,520,99,1605,33325,0,100.599,13.713,1000,1,1,0,0,0
LTE,520,15,1231,156930765,0,100.584,13.713,1000,1,1,0,0,0
UMTS,520,5,3143,23931541,0,100.599,13.713,3603,1,1,0,0,0
UMTS,520,3,13015,42613352,0,100.593,13.713,1000,1,1,0,0,0
LTE,520,3,864,164366970,0,100.588,13.713,1000,1,1,0,0,0
LTE,520,3,843,164357481,0,100.599,13.713,2795,1,1,0,0,0
LTE,520,3,847,156930793,0,100.584,13.713,1000,1,1,0,0,0
GSM,520,1,5020,10035,0,100.584,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42614581,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42619005,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,5,1010,18926367,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,4,1010,10002206,0,100.592,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7324917,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,47,33101,79638815,0,100.594,13.713,1000,1,1,0,0,0
GSM,520,1,50040,750,0,100.585,13.713,1000,1,1,0,0,0
LTE,520,18,3101,64779522,0,100.586,13.713,8436,1,1,0,0,0
LTE,520,3,843,164356966,0,100.593,13.713,1741,1,1,0,0,0
UMTS,520,3,13015,42622550,0,100.586,13.713,1000,1,1,0,0,0
LTE,520,3,843,164558201,0,100.593,13.713,1000,1,1,0,0,0
LTE,520,3,846,164365930,0,100.599,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42619078,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,41893705,0,100.591,13.713,1000,1,1,0,0,0
GSM,520,99,1605,37451,0,100.583,13.713,1344,1,1,0,0,0
GSM,520,99,16061,4044,0,100.583,13.713,1000,1,1,0,0,0
LTE,520,47,54006,76917527,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,5,1605,23949000,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,3,846,164361961,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,3,843,164361585,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,6025,41578717,0,100.594,13.713,1000,1,1,0,0,0
GSM,520,99,12601,4075,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42622156,0,100.6,13.713,1000,1,1,0,0,0
UMTS,520,15,16021,42613351,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,3,6025,41559897,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,4,1605,137726212,0,100.586,13.713,2992,1,1,0,0,0
UMTS,520,15,13011,42622838,0,100.583,13.713,1646,1,1,0,0,0
UMTS,520,3,13015,42619440,0,100.584,13.713,1000,1,1,0,0,0
UMTS,520,5,3103,23675014,0,100.59,13.713,1000,1,1,0,0,0
GSM,520,1,50040,587,0,100.595,13.713,1000,1,1,0,0,0
UMTS,520,3,6025,41559905,0,100.599,13.713,1000,1,1,0,0,0
LTE,520,5,4010,2030368,0,100.585,13.713,1000,1,1,0,0,0
LTE,520,3,847,156930682,0,100.588,13.713,6324,1,1,0,0,0
LTE,520,4,1010,2030379,0,100.592,13.713,1000,1,1,0,0,0
GSM,520,18,14239,1638,0,100.594,13.713,1000,1,1,0,0,0
LTE,520,3,843,164356997,0,100.592,13.713,1000,1,1,0,0,0
UMTS,520,3,7025,42025048,0,100.587,13.713,1000,1,1,0,0,0
LTE,520,18,14239,23,0,100.587,13.713,1000,1,1,0,0,0
GSM,520,18,14239,6972,0,100.585,13.713,1000,1,1,0,0,0
UMTS,520,5,3103,23675013,0,100.592,13.713,1000,1,1,0,0,0
UMTS,520,15,16021,41893710,0,100.591,13.713,1000,1,1,0,0,0
LTE,520,47,33101,79638817,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42614571,0,100.597,13.713,1000,1,1,0,0,0
LTE,520,18,3101,62469633,0,100.593,13.713,6227,1,1,0,0,0
UMTS,520,3,13015,42617732,0,100.584,13.713,1361,1,1,0,0,0
LTE,520,5,4010,25610617,0,100.584,13.713,1000,1,1,0,0,0
LTE,520,5,1010,2030379,0,100.592,13.713,1000,1,1,0,0,0
LTE,520,5,1010,18926368,0,100.592,13.713,1000,1,1,0,0,0
GSM,520,1,50040,574,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,3,13015,42619652,0,100.584,13.713,1000,1,1,0,0,0
UMTS,520,4,1605,137730567,0,100.593,13.713,1000,1,1,0,0,0
UMTS,520,4,18,7313717,0,100.588,13.713,1000,1,1,0,0,0
UMTS,520,4,18,7324717,0,100.588,13.713,1000,1,1,0,0,0
UMTS,520,0,18,7332572,0,100.587,13.713,1000,1,1,0,0,0
UMTS,520,15,16021,41889927,0,100.59,13.713,4392,1,1,0,0,0
LTE,520,5,1010,10022688,0,100.594,13.713,1000,1,1,0,0,0
UMTS,520,15,13011,42613388,0,100.595,13.713,1000,1,1,0,0,0
UMTS,520,5,3101,23686625,0,100.593,13.713,1217,1,1,0,0,0
UMTS,520,15,16021,41895156,0,100.588,13.713,1000,1,1,0,0,0
LTE,520,4,1010,3853086,0,100.592,13.713,3665,1,1,0,0,0
LTE,520,3,864,157060966,0,100.6,13.713,1745,1,1,0,0,0
LTE,520,47,51006,78391235,0,100.592,13.714,1000,1,1,0,0,0
LTE,520,15,1230,164361949,0,100.594,13.714,1000,1,1,0,0,0
LTE,520,3,843,164357500,0,100.595,13.714,1730,1,1,0,0,0
LTE,520,18,1605,33298,0,100.592,13.714,1000,1,1,0,0,0
UMTS,520,15,13011,42622933,0,100.595,13.714,1000,1,1,0,0,0
UMTS,520,3,13015,42622935,0,100.595,13.714,1000,1,1,0,0,0
LTE,520,3,843,164561530,0,100.592,13.714,1000,1,1,0,0,0
UMTS,520,3,13015,42613378,0,100.595,13.714,1000,1,1,0,0,0
LTE,520,3,864,157078373,0,100.584,13.714,7651,1,1,0,0,0
UMTS,520,0,18,7318637,0,100.584,13.714,1136,1,1,0,0,0
GSM,520,99,16061,4123,0,100.588,13.714,1000,1,1,0,0,0
GSM,520,99,16061,4121,0,100.59,13.714,1000,1,1,0,0,0
LTE,520,5,121,3105538,0,100.598,13.714,1000,1,1,0,0,0
LTE,520,18,3101,64401410,0,100.589,13.714,2701,1,1,0,0,0
UMTS,520,5,3101,23683419,0,100.596,13.714,1000,1,1,0,0,0
LTE,520,18,3101,64765698,0,100.594,13.714,2318,1,1,0,0,0
UMTS,520,1,1010,1564448,0,100.596,13.714,1000,1,1,0,0,0
